Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
2019-12-31;3;4;5;7;10;11;13;18;38;40;42;43;47;50;51;54;60;65;67;68
2019-12-30;8;9;13;17;18;19;28;35;40;48;49;50;53;54;56;57;59;60;63;65
2019-12-29;2;4;6;8;9;11;12;15;17;27;30;33;39;40;49;52;57;60;68;69
2019-12-28;1;4;5;6;10;22;24;26;29;31;33;37;43;49;52;59;62;64;66;67
2019-12-27;1;5;11;16;18;19;23;24;27;28;37;39;40;41;46;48;49;60;62;68
2019-12-26;1;6;17;20;22;23;24;25;31;35;37;43;49;53;55;56;59;60;68;70
2019-12-25;6;8;15;21;22;28;30;31;35;38;39;44;48;55;57;62;65;67;68;69
2019-12-24;1;3;6;8;11;12;16;18;20;21;39;41;43;50;52;56;58;66;67;68
2019-12-23;1;4;8;10;12;22;23;25;26;28;39;44;45;48;51;56;62;64;66;70
2019-12-22;1;5;6;7;8;11;13;21;31;34;36;39;40;42;44;48;50;54;61;68
2019-12-21;8;11;17;23;26;27;31;33;34;38;40;42;45;46;52;55;56;58;63;66
2019-12-20;4;7;19;22;24;28;30;37;38;39;40;43;51;53;55;57;59;60;61;63
2019-12-19;4;5;7;22;23;30;31;33;35;36;40;46;50;53;54;55;60;62;65;69
2019-12-18;7;11;14;18;19;22;24;26;29;31;35;36;41;43;44;51;52;54;56;64
2019-12-17;1;4;9;11;12;14;16;21;25;34;37;40;44;47;48;52;57;62;64;68
2019-12-16;2;6;7;11;13;18;21;24;27;30;31;33;36;40;43;50;56;63;64;65
2019-12-15;2;4;9;14;17;19;21;30;35;39;50;52;55;58;60;61;62;63;65;68
2019-12-14;3;4;7;8;9;18;20;21;24;27;28;29;30;31;38;52;63;67;68;69
2019-12-13;1;2;3;7;9;11;12;20;27;34;37;38;40;43;47;50;55;57;64;67
2019-12-12;6;7;13;21;23;24;28;30;33;37;38;39;41;44;55;58;59;62;64;67
2019-12-11;1;7;16;17;18;19;24;30;33;36;39;40;43;46;49;51;52;53;56;59
2019-12-10;4;6;8;13;15;16;18;23;34;43;44;45;46;48;53;54;55;61;63;64
2019-12-09;2;8;13;14;18;19;23;24;28;32;40;44;46;50;52;58;60;63;66;68
2019-12-08;1;3;5;8;9;14;17;27;29;38;39;41;45;50;55;57;62;64;66;68
2019-12-07;4;5;6;7;8;9;18;21;25;28;31;32;33;37;45;48;52;60;66;70
2019-12-06;4;5;10;13;17;21;25;27;30;32;38;41;47;51;53;54;57;58;67;70
2019-12-05;1;9;15;18;19;23;25;29;30;32;33;39;40;42;49;53;56;59;62;64
2019-12-04;1;4;8;12;13;18;21;23;24;31;34;36;41;45;47;49;58;63;65;67
2019-12-03;6;7;8;24;28;31;35;37;39;43;48;51;52;59;61;62;63;65;68;69
2019-12-02;3;4;6;8;10;12;13;21;22;24;28;30;33;43;45;49;58;61;64;68
2019-12-01;5;6;9;26;27;28;35;36;44;45;47;48;51;52;54;55;56;60;65;68
2019-11-30;1;2;5;7;9;19;20;23;30;33;34;47;48;49;53;55;56;58;61;67
2019-11-29;1;2;4;6;12;15;17;19;21;28;32;36;40;46;50;51;59;61;62;65
2019-11-28;1;6;10;11;13;17;23;24;37;42;46;47;51;52;59;60;61;62;64;65
2019-11-27;14;15;17;18;22;23;24;27;30;35;42;44;48;49;50;52;54;60;64;70
2019-11-26;2;4;6;9;12;19;22;24;30;32;33;38;41;45;46;49;51;59;68;69
2019-11-25;4;12;15;20;24;27;28;35;38;39;42;45;47;50;52;53;60;62;67;70
2019-11-24;1;2;6;7;9;11;19;21;23;28;29;41;44;52;55;57;62;63;66;68
2019-11-23;3;21;23;24;27;28;29;30;31;35;38;41;46;47;48;54;55;64;65;68
2019-11-22;1;10;12;17;20;23;25;32;40;41;44;45;47;52;53;59;60;66;67;68
2019-11-21;1;3;8;9;16;21;22;24;29;33;34;36;44;45;51;54;55;57;68;70
2019-11-20;2;7;13;21;27;28;30;32;34;35;36;41;45;49;50;55;58;63;67;69
2019-11-19;1;4;5;6;7;10;20;21;23;30;34;40;41;46;48;57;59;61;66;69
2019-11-18;5;6;8;9;18;19;22;28;31;32;43;45;53;55;56;57;59;60;65;68
2019-11-17;5;10;14;15;16;24;25;28;31;32;37;39;41;43;45;47;49;54;67;69
2019-11-16;1;4;10;11;15;28;30;33;35;40;42;45;47;49;50;53;60;63;67;68
2019-11-15;1;3;9;16;19;23;25;32;33;36;46;48;52;56;59;62;64;65;68;70
2019-11-14;3;5;6;12;13;20;21;23;28;34;37;46;52;55;58;59;65;68;69;70
2019-11-13;1;2;5;7;9;10;11;15;18;19;24;28;32;45;46;53;58;61;65;68
2019-11-12;2;7;10;12;18;19;20;26;29;30;39;40;46;47;48;56;61;62;65;69
2019-11-11;4;7;8;13;15;19;21;23;26;29;30;37;39;51;53;54;56;60;64;69
2019-11-10;1;4;10;17;18;20;24;25;27;28;29;35;42;45;47;51;55;63;64;68
2019-11-09;8;12;14;15;18;23;24;30;32;35;36;44;49;52;57;59;60;62;64;68
2019-11-08;1;6;7;10;14;15;21;26;30;31;32;36;38;40;43;49;50;53;59;65
2019-11-07;5;6;7;8;10;22;24;28;29;32;37;39;42;46;54;56;59;66;67;70
2019-11-06;2;5;7;10;12;26;27;29;30;31;36;38;45;46;49;52;54;56;60;70
2019-11-05;5;7;8;9;11;21;26;28;32;33;39;42;46;48;49;51;53;55;59;65
2019-11-04;3;4;16;28;29;32;42;44;45;48;49;51;52;54;55;56;61;65;67;69
2019-11-03;3;4;7;15;20;24;26;29;31;43;48;51;54;56;57;59;60;67;68;69
2019-11-02;2;5;10;11;15;19;20;21;22;24;27;29;30;31;34;39;56;59;60;62
2019-11-01;4;7;12;13;19;21;23;26;27;39;41;45;46;48;53;57;60;62;63;65
2019-10-31;2;3;15;18;20;26;31;35;36;41;46;52;53;55;57;58;59;60;62;70
2019-10-30;1;3;4;5;6;13;14;17;24;30;37;39;43;44;46;55;58;60;69;70
2019-10-29;1;8;9;12;13;15;17;24;25;28;30;32;36;39;43;49;53;56;62;69
2019-10-28;5;7;8;10;12;20;24;29;30;35;37;38;40;43;54;57;61;63;67;69
2019-10-27;1;9;11;12;16;19;22;24;26;29;32;33;35;42;45;54;55;61;68;70
2019-10-26;4;5;8;15;16;20;23;32;33;38;46;50;52;54;55;57;62;67;69;70
2019-10-25;8;9;11;12;17;18;21;27;30;36;39;40;41;43;44;47;50;62;63;68
2019-10-24;2;16;19;20;27;29;32;37;38;39;43;44;45;50;51;53;55;57;60;63
2019-10-23;2;13;19;26;28;31;34;36;38;42;45;46;50;60;61;62;63;64;68;70
2019-10-22;3;4;9;13;19;20;27;32;33;35;36;44;46;54;57;61;63;64;66;69
2019-10-21;6;7;8;15;16;21;22;23;25;27;29;32;40;41;44;45;46;53;67;70
2019-10-20;3;10;13;14;15;21;22;28;29;31;32;33;43;44;45;50;57;63;67;69
2019-10-19;4;6;7;13;15;19;23;27;30;38;40;45;48;51;55;61;63;67;68;69
2019-10-18;4;14;15;17;19;24;27;29;31;35;36;39;50;51;56;60;61;62;68;70
2019-10-17;1;3;4;7;10;12;13;19;21;22;41;43;44;45;51;56;59;62;66;69
2019-10-16;4;12;15;19;24;28;29;30;32;38;40;41;44;45;52;54;55;59;62;65
2019-10-15;6;9;11;15;18;23;27;32;33;35;42;45;52;53;56;57;61;62;65;67
2019-10-14;10;12;14;15;20;27;28;29;31;37;38;42;48;55;56;58;60;65;66;68
2019-10-13;3;8;12;17;19;25;26;27;29;33;36;37;39;42;47;54;55;57;66;68
2019-10-12;5;7;9;10;12;17;21;23;29;33;35;40;42;49;51;56;57;63;66;70
2019-10-11;2;6;12;13;16;19;30;36;37;38;41;44;47;49;54;59;61;63;64;65
2019-10-10;1;2;3;4;10;17;26;28;34;35;37;41;42;43;45;50;63;64;67;69
2019-10-09;3;7;9;12;15;18;22;24;27;34;36;37;39;55;56;57;60;62;63;66
2019-10-08;1;3;8;11;16;18;29;37;38;39;40;43;45;47;48;51;52;54;56;64
2019-10-07;3;5;10;12;13;21;22;24;25;37;39;41;44;46;47;52;58;66;67;68
2019-10-06;4;6;7;9;13;16;20;24;25;28;29;35;39;42;43;51;60;62;64;67
2019-10-05;1;8;9;10;13;15;23;24;33;37;38;40;46;50;55;56;57;61;68;69
2019-10-04;3;4;8;9;13;15;25;27;29;30;32;44;51;59;60;61;62;66;67;68
2019-10-03;2;5;7;8;17;20;21;26;30;35;38;39;44;52;54;56;57;60;63;64
2019-10-02;1;6;10;12;15;16;18;19;21;22;25;46;47;56;57;60;64;65;66;69
2019-10-01;1;3;4;8;9;10;13;14;15;21;22;28;30;39;46;48;51;52;60;62
2019-09-30;2;7;16;20;22;24;26;29;32;38;41;42;46;49;51;52;53;54;65;67
2019-09-29;1;13;14;20;25;26;30;37;38;40;42;46;50;52;58;59;60;64;65;68
2019-09-28;10;15;17;20;21;22;25;26;31;33;36;45;46;49;50;56;58;63;64;66
2019-09-27;1;4;6;12;13;16;18;26;32;35;39;49;51;52;53;54;66;67;69;70
2019-09-26;4;5;6;8;13;15;23;24;25;30;38;43;45;46;50;51;54;58;60;66
2019-09-25;1;3;7;9;13;15;16;19;27;29;32;33;35;39;44;47;48;54;58;64
2019-09-24;1;2;4;5;8;19;26;27;35;36;38;42;46;49;52;58;64;65;67;69
2019-09-23;1;3;6;9;10;11;12;16;19;24;31;36;39;41;45;48;51;54;56;62
2019-09-22;5;7;8;14;17;18;19;20;23;26;29;30;32;35;43;45;46;52;64;67
2019-09-21;17;19;20;21;25;28;32;36;37;38;41;44;45;47;51;53;54;64;65;67
2019-09-20;5;9;20;21;26;30;32;33;34;35;37;39;41;47;49;54;57;63;65;66
2019-09-19;2;4;13;14;16;26;27;28;29;31;36;40;44;46;47;49;51;52;58;62
2019-09-18;4;10;16;18;21;25;26;29;33;39;43;48;51;55;60;64;65;66;68;69
2019-09-17;8;15;19;20;28;29;30;31;32;41;44;46;51;54;58;63;64;65;69;70
2019-09-16;5;8;15;16;18;19;28;31;32;37;38;39;40;48;52;53;55;65;67;70
2019-09-15;3;4;6;8;9;10;12;13;20;23;26;28;34;39;42;44;46;50;61;67
2019-09-14;3;4;12;13;14;15;18;19;20;22;25;28;30;39;40;45;49;58;61;63
2019-09-13;2;4;5;6;14;20;26;34;35;36;38;40;41;47;48;50;52;53;55;58
2019-09-12;3;4;9;11;13;19;20;23;25;28;30;34;41;46;49;54;60;61;63;65
2019-09-11;2;5;9;10;13;15;16;17;23;26;31;33;36;43;45;54;58;59;60;70
2019-09-10;1;3;5;7;16;27;32;35;36;39;40;42;44;47;50;58;63;66;67;69
2019-09-09;6;8;15;17;24;26;33;39;40;41;43;45;50;51;53;57;58;60;67;69
2019-09-08;1;5;6;12;13;14;16;20;23;26;29;39;42;45;51;55;57;58;61;65
2019-09-07;6;11;14;20;23;24;30;36;38;39;42;44;47;59;61;63;65;68;69;70
2019-09-06;4;5;10;14;16;18;20;21;25;30;34;37;40;44;52;55;56;59;60;68
2019-09-05;2;5;6;11;17;18;21;22;23;26;27;34;36;37;40;44;50;51;61;69
2019-09-04;3;4;6;13;23;24;27;28;30;32;33;34;36;41;44;47;55;56;62;68
2019-09-03;4;7;10;15;18;21;23;24;27;28;33;35;39;43;45;48;58;59;62;70
2019-09-02;2;8;9;10;16;18;19;30;32;37;39;42;44;48;51;56;62;65;67;69
2019-09-01;2;3;5;7;8;16;17;23;29;34;37;39;41;43;53;56;62;64;65;68
2019-08-31;4;7;8;14;16;23;24;25;27;28;29;32;33;35;44;45;57;58;69;70
2019-08-30;7;8;9;15;19;24;26;29;30;31;34;36;41;42;45;49;53;57;58;69
2019-08-29;2;8;14;16;25;26;27;30;31;33;34;35;36;38;42;43;58;62;67;69
2019-08-28;2;13;14;15;18;23;25;26;32;33;39;41;44;51;52;54;58;63;67;68
2019-08-27;5;9;12;13;22;24;25;26;29;31;38;42;45;54;56;58;59;61;64;69
2019-08-26;6;10;12;13;14;17;24;25;30;31;33;34;35;51;58;59;62;64;65;68
2019-08-25;10;15;16;21;26;27;28;29;36;43;44;46;49;51;54;55;56;57;60;68
2019-08-24;1;2;5;11;12;26;28;29;35;40;42;47;48;53;56;58;59;60;61;68
2019-08-23;4;11;15;16;24;25;26;27;29;30;32;34;46;49;51;52;53;54;60;67
2019-08-22;1;2;3;4;6;7;11;16;17;20;26;29;30;34;35;42;46;54;61;68
2019-08-21;6;7;15;18;20;27;30;31;33;37;41;42;43;45;49;50;55;59;60;68
2019-08-20;7;8;9;11;12;19;20;26;36;37;38;43;44;46;47;49;50;54;59;69
2019-08-19;2;10;12;14;21;26;31;38;39;40;41;44;45;48;53;55;58;59;64;65
2019-08-18;2;5;6;13;16;22;24;25;28;32;34;37;38;51;52;60;61;64;66;69
2019-08-17;7;8;14;18;20;23;25;27;34;35;36;39;41;42;50;51;53;58;64;69
2019-08-16;4;7;10;14;24;26;29;30;36;39;40;42;44;45;46;47;56;60;66;69
2019-08-15;1;2;4;5;7;8;10;12;16;17;18;19;24;29;36;39;40;48;52;60
2019-08-14;2;7;8;9;11;14;17;30;32;35;36;37;47;48;51;52;54;61;64;65
2019-08-13;4;7;18;19;20;21;27;28;29;36;37;40;42;50;55;58;63;64;67;70
2019-08-12;6;7;9;12;14;17;21;30;31;35;36;37;38;44;50;55;57;60;62;67
2019-08-11;4;11;12;13;15;20;21;25;26;27;28;30;32;35;38;41;49;53;55;65
2019-08-10;10;11;16;19;21;23;24;25;26;32;34;36;43;47;48;49;50;53;65;66
2019-08-09;1;7;17;19;22;28;30;32;36;38;39;40;45;47;52;57;58;66;67;70
2019-08-08;3;4;5;9;11;16;19;22;26;35;39;43;46;51;53;54;59;62;64;66
2019-08-07;2;3;6;11;13;14;15;19;20;22;23;28;30;32;34;44;54;63;65;67
2019-08-06;3;4;5;10;11;14;16;17;22;32;34;37;40;47;51;53;59;60;61;68
2019-08-05;3;4;5;11;14;17;19;22;34;35;37;38;40;42;43;46;52;65;68;70
2019-08-04;7;9;11;15;17;19;23;28;41;42;49;51;53;54;56;61;64;65;66;70
2019-08-03;1;2;4;6;10;12;14;24;25;26;27;32;36;48;54;55;56;58;62;65
2019-08-02;8;14;15;16;26;31;35;36;39;41;46;50;52;53;54;55;56;58;60;67
2019-08-01;2;3;5;7;11;14;18;20;23;24;30;31;39;40;44;53;58;59;63;67
2019-07-31;2;7;9;12;25;28;31;33;35;36;43;48;49;50;53;56;59;63;67;68
2019-07-30;1;7;8;10;12;14;18;19;26;29;31;37;48;50;54;56;57;63;67;69
2019-07-29;6;8;16;18;24;26;28;34;37;40;41;45;46;48;50;52;53;56;60;70
2019-07-28;4;11;15;20;26;27;32;36;38;39;42;45;48;50;51;52;57;68;69;70
2019-07-27;3;7;12;23;32;34;37;38;42;44;45;46;48;52;53;54;63;66;68;69
2019-07-26;4;5;9;13;14;16;19;22;23;26;30;33;42;48;49;54;59;62;65;66
2019-07-25;7;12;18;23;26;27;36;37;40;42;44;47;49;50;58;59;63;66;68;69
2019-07-24;2;3;4;5;7;10;14;15;22;23;24;26;27;31;33;38;49;59;60;66
2019-07-23;16;17;18;19;24;27;29;30;38;39;41;51;52;53;56;58;59;62;67;68
2019-07-22;1;8;11;13;16;20;27;28;30;34;35;36;37;39;40;47;49;52;53;59
2019-07-21;5;6;9;14;24;27;31;32;34;38;39;44;46;47;48;54;58;65;69;70
2019-07-20;2;3;12;13;20;21;25;27;30;31;35;36;37;43;47;49;50;59;62;66
2019-07-19;1;5;18;19;21;25;27;29;30;49;50;51;55;59;60;64;65;67;69;70
2019-07-18;2;8;10;13;16;17;23;26;29;30;32;41;45;54;57;58;63;65;66;70
2019-07-17;8;9;10;11;14;15;29;31;36;42;45;47;54;55;57;60;62;66;68;69
2019-07-16;2;6;7;10;20;29;35;42;43;45;51;52;55;57;58;60;61;62;65;67
2019-07-15;2;4;8;14;15;16;17;24;27;28;30;32;35;36;40;46;56;64;65;70
2019-07-14;1;2;4;7;9;10;13;14;15;17;22;25;30;32;34;43;47;61;63;69
2019-07-13;1;3;9;10;16;19;21;23;31;33;35;37;43;47;49;55;63;68;69;70
2019-07-12;1;6;7;13;14;19;20;27;33;34;37;49;50;53;57;58;60;61;63;66
2019-07-11;3;4;5;7;16;25;27;35;40;41;43;44;46;51;53;60;61;63;64;70
2019-07-10;3;6;7;10;12;13;14;19;21;24;25;27;28;31;34;35;41;43;57;70
2019-07-09;3;10;11;12;14;19;23;25;28;33;34;42;45;46;47;48;49;62;64;68
2019-07-08;5;7;15;17;25;29;30;33;37;38;52;54;55;56;58;60;63;66;68;69
2019-07-07;1;10;16;19;20;21;25;29;31;33;36;38;39;51;54;62;63;65;68;69
2019-07-06;2;6;25;26;28;29;37;41;43;44;46;49;55;56;58;60;64;65;66;70
2019-07-05;3;6;10;23;25;27;28;36;37;40;43;44;45;46;49;51;52;61;67;68
2019-07-04;2;4;6;8;18;23;26;27;30;32;38;40;41;42;45;46;58;60;62;65
2019-07-03;1;5;6;8;9;10;12;17;22;28;32;41;45;46;51;53;55;63;66;68
2019-07-02;8;11;16;17;21;22;26;28;31;34;42;47;48;50;54;55;57;60;68;69
2019-07-01;2;4;8;10;13;17;20;22;26;37;39;44;46;47;48;55;58;67;69;70
2019-06-30;4;8;9;15;17;19;25;26;30;33;36;42;44;46;49;51;54;57;67;69
2019-06-29;1;2;3;5;10;11;15;20;24;26;31;42;44;49;54;59;64;68;69;70
2019-06-28;4;11;13;15;16;20;24;25;27;29;38;43;46;49;51;52;56;67;68;70
2019-06-27;4;6;7;10;11;15;17;22;24;28;30;41;43;47;54;61;64;65;67;68
2019-06-26;14;15;16;19;21;31;33;35;38;39;41;45;50;56;57;58;59;64;67;70
2019-06-25;4;7;9;17;21;22;24;31;34;36;38;42;47;53;54;57;58;60;67;70
2019-06-24;1;4;5;8;10;16;20;27;29;33;36;37;43;49;52;54;58;59;65;69
2019-06-23;2;3;8;9;10;13;17;25;33;37;39;41;42;50;56;62;63;65;66;69
2019-06-22;1;7;10;15;19;20;22;28;33;37;39;43;46;50;54;57;61;62;63;66
2019-06-21;1;2;6;9;10;17;19;23;28;35;38;44;45;46;49;52;58;64;66;69
2019-06-20;1;2;7;11;12;13;14;18;19;20;21;28;37;43;45;46;50;53;60;63
2019-06-19;2;7;8;11;15;19;21;25;28;29;32;34;39;48;53;57;60;61;62;66
2019-06-18;1;2;3;4;7;9;11;13;16;19;20;22;24;34;38;56;64;68;69;70
2019-06-17;1;4;5;7;8;9;13;16;20;22;23;27;31;33;36;37;40;43;46;54
2019-06-16;1;5;7;10;12;21;25;28;33;44;49;51;52;53;55;64;65;66;67;70
2019-06-15;2;5;7;8;11;13;17;19;20;23;29;30;33;39;40;41;60;64;65;70
2019-06-14;3;6;7;9;19;24;27;32;36;38;40;43;45;46;49;52;57;58;59;69
2019-06-13;1;2;9;11;13;18;20;26;28;29;33;34;49;52;58;59;60;63;69;70
2019-06-12;1;4;7;10;11;13;14;15;17;22;31;34;38;39;40;41;42;43;51;62
2019-06-11;2;7;11;13;15;23;24;27;28;37;46;54;59;61;62;63;65;66;67;69
2019-06-10;3;12;18;21;26;27;28;32;39;40;41;44;48;49;55;59;60;62;63;65
2019-06-09;19;20;23;24;28;29;30;31;34;37;44;52;55;59;61;63;66;67;68;69
2019-06-08;7;8;9;11;17;19;28;31;37;41;44;46;53;57;59;61;63;64;67;69
2019-06-07;1;2;7;8;9;10;20;21;22;29;38;39;42;44;53;57;58;60;68;70
2019-06-06;2;5;6;9;11;12;14;37;41;44;45;47;50;55;57;62;64;66;68;70
2019-06-05;2;6;8;11;23;24;32;34;36;41;44;46;48;49;55;56;58;59;67;68
2019-06-04;2;3;10;11;13;15;20;34;36;37;40;42;43;45;50;54;56;60;64;69
2019-06-03;1;2;5;13;17;19;20;23;33;35;42;46;51;52;53;55;57;60;63;70
2019-06-02;6;11;25;29;30;34;42;44;46;49;50;51;55;57;60;65;66;67;68;69
2019-06-01;1;3;5;6;7;12;16;23;24;27;28;35;36;39;47;56;57;62;64;68
2019-05-31;8;13;14;25;26;31;36;37;42;43;46;47;51;52;56;59;65;68;69;70
2019-05-30;2;4;7;8;13;16;19;20;22;25;33;35;37;40;41;42;59;61;62;68
2019-05-29;1;6;7;12;14;22;24;30;31;35;37;41;42;50;51;52;56;57;67;68
2019-05-28;5;8;14;16;18;23;30;37;39;40;41;43;44;45;48;51;55;62;63;69
2019-05-27;4;6;8;11;12;15;21;22;25;39;43;45;49;51;53;54;60;62;66;67
2019-05-26;1;2;3;5;7;20;29;32;35;36;39;42;44;48;53;54;61;63;65;66
