Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Nummer 7;Nummer 8;Nummer 9;Nummer 10;Nummer 11;Nummer 12;Nummer 13;Nummer 14;Nummer 15;Nummer 16;Nummer 17;Nummer 18;Nummer 19;Nummer 20
2012-12-31;2;4;9;23;25;27;28;29;32;35;42;43;45;48;53;54;56;59;61;67
2012-12-29;1;2;5;18;20;21;22;29;30;31;32;33;44;46;55;60;61;63;66;67
2012-12-28;4;7;8;12;13;24;30;32;34;35;36;37;40;42;48;50;56;60;67;68
2012-12-27;2;4;6;9;11;16;21;23;39;40;46;47;49;50;52;57;64;65;67;70
2012-12-26;2;7;10;12;16;17;19;21;28;32;37;38;40;41;42;45;46;47;53;69
2012-12-24;4;9;20;21;23;26;27;38;41;42;44;49;55;57;58;60;61;64;66;69
2012-12-22;6;10;14;15;20;22;23;24;28;30;32;36;42;49;61;63;65;67;68;69
2012-12-21;5;12;18;22;25;27;29;30;42;43;49;50;53;57;59;61;63;66;67;69
2012-12-20;3;5;6;8;16;17;18;21;26;28;29;33;38;41;55;56;58;62;64;65
2012-12-19;2;4;11;13;20;22;25;40;41;42;44;51;53;56;57;59;60;65;67;70
2012-12-18;2;4;6;9;12;13;14;22;37;38;41;45;48;52;53;54;57;64;65;67
2012-12-17;1;3;6;10;16;18;23;24;26;27;38;41;42;47;48;52;61;67;68;69
2012-12-15;2;3;11;13;14;17;27;29;30;32;36;42;44;53;55;58;63;66;68;69
2012-12-14;3;4;5;7;9;13;15;16;27;29;33;37;44;50;53;55;61;62;63;66
2012-12-13;6;8;16;22;26;27;30;34;35;38;39;41;44;48;51;54;57;66;68;70
2012-12-12;1;3;8;14;15;18;20;24;32;35;38;41;45;46;48;49;56;58;62;67
2012-12-11;1;2;15;19;27;33;36;38;41;44;45;46;47;48;55;56;62;64;67;69
2012-12-10;9;10;11;16;17;18;24;25;27;32;34;39;40;44;46;50;57;58;60;70
2012-12-08;5;6;10;11;14;17;18;22;26;29;31;34;44;45;50;51;52;55;58;65
2012-12-07;5;6;13;16;17;27;31;35;36;40;42;44;49;53;54;55;56;58;62;69
2012-12-06;5;10;12;13;16;17;18;25;27;34;35;38;42;46;48;50;53;66;69;70
2012-12-05;1;3;4;5;8;9;12;15;18;20;24;29;30;31;38;53;57;60;63;65
2012-12-04;1;4;10;14;17;25;27;32;34;36;37;39;52;53;55;61;64;67;68;69
2012-12-03;1;2;9;11;15;20;30;32;39;40;41;42;43;46;50;55;56;60;65;69
2012-12-01;1;8;9;10;12;14;21;23;24;26;28;36;37;42;47;49;50;53;65;69
2012-11-30;2;6;7;9;15;16;19;23;24;34;37;41;43;47;57;61;64;65;66;67
2012-11-29;1;9;12;14;15;17;24;27;28;29;30;32;42;52;53;55;60;61;65;67
2012-11-28;1;7;8;9;15;19;23;35;36;37;40;42;45;50;51;56;63;64;66;67
2012-11-27;4;8;9;11;14;16;23;24;26;27;30;35;36;46;54;59;61;65;66;68
2012-11-26;4;6;8;12;13;17;24;25;26;33;35;47;49;56;58;60;61;65;66;69
2012-11-24;2;7;8;9;10;20;21;23;28;30;31;36;39;41;43;47;49;55;63;69
2012-11-23;1;5;10;12;15;19;23;32;34;35;37;38;50;59;63;64;66;67;68;69
2012-11-22;3;5;8;17;18;25;26;27;29;30;38;39;40;43;50;52;56;61;67;68
2012-11-21;3;7;8;14;21;32;34;37;42;44;46;47;52;57;59;61;62;63;65;67
2012-11-20;5;6;9;14;17;20;23;25;26;29;30;37;39;40;50;52;57;58;60;61
2012-11-19;6;9;10;14;15;16;17;18;21;28;30;31;33;45;51;55;57;62;64;66
2012-11-17;8;12;17;19;20;21;25;26;32;41;42;44;45;49;51;52;55;58;60;64
2012-11-16;3;4;5;9;10;11;13;23;31;32;34;39;43;44;56;58;59;63;65;66
2012-11-15;4;5;9;15;16;19;21;27;29;33;38;40;41;42;50;51;52;55;59;60
2012-11-14;2;3;4;5;7;8;13;19;28;33;45;46;48;49;50;57;58;59;66;68
2012-11-13;4;6;12;16;19;22;24;25;27;30;31;33;35;37;38;40;42;44;48;62
2012-11-12;1;4;12;14;18;20;21;22;25;41;43;46;49;50;53;59;62;63;66;67
2012-11-10;1;2;3;5;6;17;18;20;26;30;31;33;40;41;43;46;49;59;64;65
2012-11-09;2;4;8;15;22;24;27;28;29;30;40;41;45;46;49;52;53;56;62;66
2012-11-08;1;2;3;5;11;12;13;18;22;29;32;37;47;48;51;53;55;58;61;67
2012-11-07;3;7;9;12;13;16;18;19;20;26;28;29;31;36;49;52;57;59;63;68
2012-11-06;1;2;4;7;9;11;20;28;34;40;41;46;47;51;54;55;59;62;65;68
2012-11-05;1;2;9;10;15;18;22;23;32;38;40;41;42;47;48;54;58;60;62;67
2012-11-03;4;6;10;11;14;17;31;33;35;39;42;43;46;49;52;57;58;65;69;70
2012-11-02;5;9;14;16;17;20;21;27;33;34;36;37;39;42;46;54;55;59;62;67
2012-10-31;6;11;14;20;22;24;25;27;28;30;36;41;46;52;56;59;61;62;63;67
2012-10-30;6;16;21;23;27;29;30;38;39;40;44;48;51;52;54;55;57;61;62;65
2012-10-29;9;12;17;19;21;22;28;29;33;37;38;42;47;48;52;57;60;61;62;66
2012-10-27;7;9;10;11;12;13;20;22;28;30;39;49;50;60;61;64;65;66;67;68
2012-10-26;2;7;10;14;15;18;20;24;25;27;30;31;33;40;46;50;51;62;68;70
2012-10-25;1;2;4;10;16;17;19;22;39;42;43;52;53;55;58;59;65;68;69;70
2012-10-24;3;5;11;13;17;21;24;26;28;29;35;36;40;43;46;54;58;60;64;67
2012-10-23;5;8;11;13;16;24;25;28;32;34;43;44;45;46;49;51;52;65;66;69
2012-10-22;8;10;11;12;19;20;21;26;29;31;33;34;44;45;46;47;50;62;64;65
2012-10-20;4;6;7;16;21;31;35;40;41;43;44;50;52;58;61;62;65;66;68;70
2012-10-19;8;15;25;26;28;35;39;42;43;47;48;51;55;58;59;60;62;63;64;65
2012-10-18;3;6;8;11;19;23;29;32;35;38;41;45;46;47;48;50;59;62;69;70
2012-10-17;2;3;5;19;20;26;27;33;37;41;42;44;47;48;54;55;58;59;63;69
2012-10-16;1;3;5;6;7;14;15;20;28;29;30;33;35;41;43;51;57;62;63;68
2012-10-15;2;4;6;16;19;20;22;28;31;34;38;39;40;43;44;45;47;49;57;65
2012-10-13;1;2;4;5;9;13;18;28;32;33;34;38;43;47;51;56;58;60;64;68
2012-10-12;11;16;18;19;20;21;24;32;33;39;40;44;45;48;54;63;64;65;68;69
2012-10-11;1;2;12;15;17;25;26;27;32;36;38;40;46;48;50;51;52;67;68;69
2012-10-10;5;9;16;18;22;23;26;29;32;33;42;43;45;49;53;54;56;63;64;68
2012-10-09;5;7;9;10;17;18;20;23;25;26;28;30;51;52;55;56;60;64;67;68
2012-10-08;7;13;15;19;20;27;28;31;36;37;39;41;42;46;47;48;51;55;62;63
2012-10-06;3;9;10;15;16;18;22;26;28;30;34;37;44;47;48;55;61;63;69;70
2012-10-05;5;6;12;15;19;20;25;33;34;36;41;44;52;54;63;64;67;68;69;70
2012-10-04;4;5;6;11;12;14;18;27;34;39;40;46;52;54;56;58;60;64;65;69
2012-10-03;2;11;14;22;24;29;30;31;34;40;45;48;50;53;55;58;59;63;65;70
2012-10-02;10;25;33;34;35;41;42;43;46;47;49;50;53;57;59;60;62;64;65;69
2012-10-01;10;11;13;14;19;22;26;33;35;37;39;44;46;47;52;54;56;59;63;67
2012-09-29;2;5;11;13;14;28;31;35;40;44;46;49;52;53;55;59;61;67;69;70
2012-09-28;3;6;10;12;22;25;28;35;37;45;46;47;49;50;51;53;62;64;68;70
2012-09-27;3;12;13;15;16;17;18;22;23;28;32;34;35;36;46;48;49;50;62;70
2012-09-26;5;7;13;14;15;20;21;22;25;26;30;33;39;40;42;43;51;54;55;64
2012-09-25;7;11;17;18;21;22;23;24;27;32;37;46;47;49;53;57;58;63;65;70
2012-09-24;9;14;18;19;20;22;23;26;27;29;31;32;38;41;48;52;56;59;62;66
2012-09-22;5;10;11;13;14;17;28;29;31;32;33;34;42;47;49;51;55;57;67;69
2012-09-21;2;3;15;18;20;21;22;24;29;36;37;45;49;52;54;55;57;58;60;67
2012-09-20;2;5;11;16;18;21;24;26;36;37;41;44;47;55;56;57;61;63;68;70
2012-09-19;4;9;11;16;26;28;31;34;38;39;41;47;51;54;55;59;60;64;67;69
2012-09-18;8;9;10;12;17;23;29;30;31;35;47;49;50;51;55;59;61;62;69;70
2012-09-17;1;3;5;12;21;24;26;27;29;39;42;43;45;46;53;56;57;64;69;70
2012-09-15;2;4;7;14;17;23;26;27;30;34;37;39;40;43;46;50;51;55;62;65
2012-09-14;5;8;9;10;19;21;22;33;34;37;38;39;40;58;59;61;62;65;69;70
2012-09-13;2;3;14;15;22;31;33;35;37;38;40;44;49;51;53;61;62;65;69;70
2012-09-12;4;5;8;11;15;20;22;25;28;32;35;38;50;51;52;54;56;60;67;69
2012-09-11;10;11;12;19;20;29;32;33;34;36;42;46;47;48;51;56;58;63;65;68
2012-09-10;1;8;10;11;16;21;28;30;31;33;44;47;48;55;56;59;61;64;65;67
2012-09-08;2;3;4;14;16;17;19;23;26;30;32;37;44;52;53;54;56;58;60;70
2012-09-07;5;7;9;10;14;16;17;19;21;25;27;30;35;38;44;48;49;57;58;67
2012-09-06;1;3;5;13;17;19;22;36;40;41;42;43;48;49;51;52;53;55;58;68
